Movie Name,Screenshot Links,Source Link,Download Links,Ratings,Trailer Link,Categories
"
            Dracula (2020): S01 Complete Dual Audio [Hindi DD5.1 + English] 1080p 720p 480p WEB-DL | NF Series        ",[],https://hdhub4u.contact/dracula-season-1-hindi-web-hd/,[],N/A,N/A,N/A
"
            Final Score (2018) Hindi BluRay 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] ESubs        ",[],https://hdhub4u.contact/final-score-2018-hindi-bluray/,[],N/A,N/A,N/A
"
            Kanithan (2020) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/kanithan-2020-hindi-web-hd/,[],N/A,N/A,N/A
"
            Satellite Shankar (2019) Hindi HDTV 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/satellite-shankar-2019-hindi-hdtv/,[],N/A,N/A,N/A
"
            ViKings: S05 (2019) Complete Dual Audio [ Hindi DD5.1 + English ] 1080p 720p 480p HDRip | NF Series        ",[],https://hdhub4u.contact/vikings-season-05-hindi-complete/,[],N/A,N/A,N/A
"
            Vengeance (2019) Fliz Hot Series 576p HDRip [EP 04]        ",[],https://hdhub4u.contact/vengeance-2019-fliz-hot-series-576p-hdrip/,[],N/A,N/A,N/A
"
            Nancy Bhabhi (2019) Fliz Hot Series 576p HDRip [EP 03]        ",[],https://hdhub4u.contact/nancy-bhabhi-2019-fliz-hot-series-576p-hdrip/,[],N/A,N/A,N/A
"
            ViKings: S04 (2017) Complete Dual Audio [ Hindi DD5.1 + English ] 1080p 720p 480p HDRip | NF Series        ",[],https://hdhub4u.contact/vikings-season-04-hindi-web-hd/,[],N/A,N/A,N/A
"
            Frozen 2 (2019) Hindi HD DVD 1080p 720p 480p Dual Audio [ हिंदी + English] | Full Movie        ",[],https://hdhub4u.contact/frozen-2-2019-hindi-hd-dvd/,[],N/A,N/A,N/A
"
            ViKings: S01 (2013) Complete Dual Audio [ Hindi DD5.1 + English ] 1080p 720p 480p HDRip | NF Series        ",[],https://hdhub4u.contact/vikings-season-1-hindi-web-hd/,[],N/A,N/A,N/A
"
            ViKings: S02 (2014) Complete Dual Audio [ Hindi DD5.1 + English ] 1080p 720p 480p HDRip | NF Series        ",[],https://hdhub4u.contact/vikings-season-2-hindi-web-hd/,[],N/A,N/A,N/A
"
            ViKings: S03 (2015) Complete Dual Audio [ Hindi DD5.1 + English ] 1080p 720p 480p HDRip | NF Series        ",[],https://hdhub4u.contact/vikings-season-3-hindi-web-hd/,[],N/A,N/A,N/A
"
            The November Man (2014) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English]        ",[],https://hdhub4u.contact/the-november-man-2014-hindi-bluray/,[],N/A,N/A,N/A
"
            A1: Accused No.1 (2019) Hindi UNCUT WEB-HD 1080p 720p 480p Dual Audio [Hindi DD2.0 + Tamil] x264 ESubs        ",[],https://hdhub4u.contact/accused-no-1-2019-uncut-web-hd/,[],N/A,N/A,N/A
"
            Star Screen Awards 2019 Main Event 720p WEB-DL 1GB        ",[],https://hdhub4u.contact/star-screen-awards-2019-main-event-720p-web-dl-1gb/,[],N/A,N/A,N/A
"
            Ghost Stories (2020) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD5.1 | NF Film        ",[],https://hdhub4u.contact/ghost-stories-2020-hindi-web-hd/,[],N/A,N/A,N/A
"
            The ChargeSheet (Season 1) Hindi Complete WEB-DL 480p 720p 1080p [ALL Episodes] | ZEE5 Series        ",[],https://hdhub4u.contact/the-chargesheet-season-1-hindi/,[],N/A,N/A,N/A
"
            Kanchana 3 (2019) Hindi UNCUT WEB-HD 1080p 720p 480p Dual Audio [Hindi DD2.0 + Tamil] x264 ESubs        ",[],https://hdhub4u.contact/kanchana-3-2019-hindi-uncut-web-hd/,[],N/A,N/A,N/A
"
            Manmadhudu 2 (2019) Hindi UNCUT WEBRip 1080p 720p 480p [Dual Audio] [Hindi DD2.0 + Telugu] x264 ESubs        ",[],https://hdhub4u.contact/manmadhudu-2-2019-uncut-hindi-telugu-dual-audio-hdrip-esubs-720p-480p/,[],N/A,N/A,N/A
"
            [18+] Ragini MMS Returns (Season 2) Hindi Complete WEB-DL 480p 720p 1080p [ALL Episodes] | ALTBalaji        ",[],https://hdhub4u.contact/ragini-mms-returns-season-2-hindi/,[],N/A,N/A,N/A
"
            [18+] InterCourse (2019) UNRated Hindi WEB-DL 720p 480p [HotShots] | Full Episode        ",[],https://hdhub4u.contact/intercourse-hindi-web-hd-hotshots/,[],N/A,N/A,N/A
"
            Beacon Point (2016) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] | Full Movie        ",[],https://hdhub4u.contact/beacon-point-2016-hindi-web-hd/,[],N/A,N/A,N/A
"
            Saand Ki Aankh (2019) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/saand-ki-aankh-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Marne Bhi Do Yaaron (2019) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/marne-bhi-do-yaaron-2019-hindi-webrip/,[],N/A,N/A,N/A
"
            Ujda Chaman (2019) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/ujda-chaman-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            YOU (Season 2) Complete [Hindi DD5.1] 1080p 720p 480p WEB-DL ESubs | NF Series        ",[],https://hdhub4u.contact/you-season-2-complete-hindi/,[],N/A,N/A,N/A
"
            Fast & Furious: Spy Racers (Season 1) Complete [Hindi DD5.1] 1080p 720p 480p WEB-DL ESubs | NF Series        ",[],https://hdhub4u.contact/fast-furious-spy-racers-season-1/,[],N/A,N/A,N/A
"
            Hermano (2010) Hindi WEB-DL 720p 480p Dual Audio [Hindi+Spanish] x264 ESubs | Full Movie        ",[],https://hdhub4u.contact/hermano-2010-hindi/,[],N/A,N/A,N/A
"
            Descendants (2015) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] | Full Movie        ",[],https://hdhub4u.contact/descendants-2015-hindi-web-hd/,[],N/A,N/A,N/A
"
            Descendants 2 (2017) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] | Full Movie        ",[],https://hdhub4u.contact/descendants-2-2017-hindi-web-hd/,[],N/A,N/A,N/A
"
            Out of Love (Season 1) Hindi Complete WEB-DL 480p 720p 1080p [ALL Episodes] | HotStar Series        ",[],https://hdhub4u.contact/out-of-love-season-1-hindi/,[],N/A,N/A,N/A
"
            Lost in Space (Season 2) Complete [Hindi DD5.1] 1080p 720p 480p WEB-DL ESubs | NF Series        ",[],https://hdhub4u.contact/lost-in-space-season-2-hindi/,[],N/A,N/A,N/A
"
            Machine Gun Preacher (2011) Hindi BluRay 480p 720p Dual Audio [हिंदी + English] | Full Movie        ",[],https://hdhub4u.contact/machine-gun-preacher-2011-hindi-bluray/,[],N/A,N/A,N/A
"
            Descendants 3 (2019) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] | Full Movie        ",[],https://hdhub4u.contact/descendants-3-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            ClownterGeist (2017) Hindi BluRay 720p 480p Dual Audio [ हिंदी + English] | Full Movie        ",[],https://hdhub4u.contact/clowntergeist-2017-hindi-bluray/,[],N/A,N/A,N/A
"
            The Purge: Season 2 Hindi 720p 480p WEB-DL [Dual Audio] ESubs | [Episode 10 Added]        ",[],https://hdhub4u.contact/the-purge-season-2-hindi/,[],N/A,N/A,N/A
"
            Maryan (2013) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/maryan-2013-hindi-web-hd/,[],N/A,N/A,N/A
"
            Rangbaaz Phirse (Season 2) Hindi WEB-DL 480p 720p 1080p [ALL Episodes] | ZEE5 Series        ",[],https://hdhub4u.contact/rangbaaz-phirse-season-2-hindi/,[],N/A,N/A,N/A
"
            Confession: Saali Aadhi Gharwali (2019) Hindi 576p WEB-DL | Full Episode        ",[],https://hdhub4u.contact/confession-saali-aadhi-gharwali-2019-hotshots-576p-web-dl/,[],N/A,N/A,N/A
"
            96 (2018) UNCUT Hindi WEB-HD 720p 480p Dual Audio [ हिंदी + Tamil] x264 | DD2.0 | ESubs | Full Movie        ",[],https://hdhub4u.contact/96-2018-uncut-hindi-web-hd/,[],N/A,N/A,N/A
"
            Tadap (2019) S01 Hindi Complete 576p WEB-DL [EP 03 Added] | Full Episode        ",[],https://hdhub4u.contact/tadap-2019-ullu-webseries-part-1-2-3-webrip-576p/,[],N/A,N/A,N/A
"
            HouseFull 4 (2019) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/housefull-4-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Yevade Subramanyam [Yeh Hai Zindagi] (2019) Hindi WEB-DL 720p 480p x264 AAC | Full Movie        ",[],https://hdhub4u.contact/yeh-hai-zindagi-yevade-subramanyam-2019-hindi-dubbed-hdrip-720p-480p/,[],N/A,N/A,N/A
"
            [18+] Made For Each Other (Season 1) UNRated Hindi WEB-DL 720p 480p [Episode 1]        ",[],https://hdhub4u.contact/made-for-each-other-season-1/,[],N/A,N/A,N/A
"
            [18+] Sarla Bhabhi (Season 2) UNRated Hindi WEB-DL 720p 480p [Episode 1]        ",[],https://hdhub4u.contact/sarla-bhabhi-season-2/,[],N/A,N/A,N/A
"
            Battalion (2018) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] | Full Movie        ",[],https://hdhub4u.contact/battalion-2018-hindi-web-hd/,[],N/A,N/A,N/A
"
            Generation Wolf (2016) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD2.0 + English] | Full Movie        ",[],https://hdhub4u.contact/generation-wolf-2016-hindi-web-hd/,[],N/A,N/A,N/A
"
            [18+] The Promise (Season 1) Hindi 576p WEB-DL x264 | Full Episode        ",[],https://hdhub4u.contact/the-promise-hotshots-hindi-season-1/,[],N/A,N/A,N/A
"
            [18+] Ragini MMS Returns (Season 1) Hindi WEB-DL 480p 720p 1080p [ALL Episodes] | ALTBalaji        ",[],https://hdhub4u.contact/ragini-mms-returns-season-1-hindi/,[],N/A,N/A,N/A
"
            WWE: TLC PPV (2019) [16 December] English WEBRip 576p x264 | Full Episode        ",[],https://hdhub4u.contact/wwe-tlc-ppv-2019-webrip/,[],N/A,N/A,N/A
"
            TaxiWala [Super Taxi] (2018) Hindi WEB-HD 1080p 720p 480p x264 AAC ESubs | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/taxiwala-2018-hindi-web-hd/,[],N/A,N/A,N/A
"
            Delhi Crime (Season 1) [Hindi DD5.1] WEB-DL 480p 720p 1080p / HEVC 10Bit [ALL Episodes 1-7] | NF Series        ",[],https://hdhub4u.contact/delhi-crime-season-1-hindi/,[],N/A,N/A,N/A
"
            Arjun Reddy (2017) Hindi WEB-HD 1080p 720p 480p x264 AAC ESubs | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/arjun-reddy-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Hum Tum And Them (Season 1) Hindi WEB-DL 480p 720p 1080p [ALL Episodes] | ALTBalaji Series        ",[],https://hdhub4u.contact/hum-tum-and-them-season-1-hindi/,[],N/A,N/A,N/A
"
            Hostel Daze (Season 1) [Hindi DD5.1] WEB-DL 480p 720p 1080p [ALL Episodes] | AMZN Series        ",[],https://hdhub4u.contact/hostel-daze-season-1-hindi/,[],N/A,N/A,N/A
"
            6 Underground (2019) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD5.1 + English] | NF Film        ",[],https://hdhub4u.contact/6-underground-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Geetha Govindam (2019) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/geetha-govindam-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Bigil (2019) Tamil WEB-HD 1080p 720p 480p AAC x264 ESubs | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/bigil-2019-tamil-web-hd/,[],N/A,N/A,N/A
"
            96 (2019) Hindi WEB-HD 1080p 720p 480p x264 AAC | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/96-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Virgin River (Season 1) Complete 480p 720p 1080p WEB-DL Dual Audio [Hindi DD5.1 – English] | NetFlix Series        ",[],https://hdhub4u.contact/virgin-river-season-1/,[],N/A,N/A,N/A
"
            Marvel’s Jessica Jones (Season 1) Hindi DD5.1 [Dual Audio] Complete 480p 720p 1080p WEB-DL ESubs        ",[],https://hdhub4u.contact/jessica-jones-season-1-complete/,[],N/A,N/A,N/A
"
            Percy Jackson 2: Sea of Monsters (2013) Hindi 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/percy-jackson-sea-of-monsters-2013-hindi-bluray/,[],N/A,N/A,N/A
"
            See: (Season 1) Complete English 720p 480p WEB-DL ESubs | AppleTV+ Series [ALL Episodes]        ",[],https://hdhub4u.contact/see-season-1-apple-tv-series/,[],N/A,N/A,N/A
"
            The Sky is Pink (2019) Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/the-sky-is-pink-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Laal Kaptaan (2019) Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/laal-kaptaan-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Percy Jackson & The Lightning Thief (2010) Hindi 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/percy-jackson-the-lightning-thief-2010-hindi-bluray/,[],N/A,N/A,N/A
"
            Rambo: Last Blood (2019) [Hindi DD5.1] 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/rambo-last-blood-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            Ad Astra (2019) [Hindi DD5.1] 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/ad-astra-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            Ready Or Not (2019) [Hindi DD5.1] 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/ready-or-not-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            The Angry Birds Movie 2 (2019) [Hindi DD5.1] 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/the-angry-birds-movie-2-hindi-bluray/,[],N/A,N/A,N/A
"
            The Lion King (2019) Hindi [ORG DD2.0] 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/the-lion-king-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            iNSiDE EDGE (Season 2) [Hindi DD5.1] Complete WEB-DL 480p 720p 1080p ESubs [ALL Episodes] | AMZN Series        ",[],https://hdhub4u.contact/inside-edge-season-2-hindi/,[],N/A,N/A,N/A
"
            Daredevil (Season 1) Hindi 480p 720p 1080p WEB-DL Dual Audio [ हिंदी DD5.1 + English] ESubs        ",[],https://hdhub4u.contact/daredevil-season-1-hindi/,[],N/A,N/A,N/A
"
            Insurgent (2015) Hindi 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/insurgent-2015-hindi-bluray/,[],N/A,N/A,N/A
"
            Deepwater Horizon (2016) Hindi 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/deepwater-horizon-2016-hindi-bluray/,[],N/A,N/A,N/A
"
            The Spy Who Dumped Me (2018) Hindi 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/the-spy-who-dumped-me-2018-hindi-bluray/,[],N/A,N/A,N/A
"
            Hanson And The Beast 2017 Hindi Dual Audio WEB-DL 720p | 480p        ",[],https://hdhub4u.contact/hanson-and-the-beast-2017-hindi-dual-audio-web-dl-720p-480p/,[],N/A,N/A,N/A
"
            Lover (Rebel Khiladi) (2019) Hindi WEBRip 720p 480p x264 | Full Movie        ",[],https://hdhub4u.contact/rebel-khiladi-2019-hindi-webrip/,[],N/A,N/A,N/A
"
            Thiri [Diljale Khiladi] (2019) Hindi WEBRip 720p 480p x264 | Full Movie        ",[],https://hdhub4u.contact/diljale-khiladi-2019-hindi-web-rip/,[],N/A,N/A,N/A
"
            Master Z: The Ip Man Legacy (2018) Hindi 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/master-z-the-ip-man-legacy-2018-hindi-bluray/,[],N/A,N/A,N/A
"
            iT: Chapter Two (2019) Hindi BluRay 480p 720p 1080p Dual Audio [Hindi DD5.1 + English] ESubs        ",[],https://hdhub4u.contact/it-chapter-two-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            Hotel Mumbai (2019) Hindi BluRay 480p 720p 1080p Dual Audio [Hindi (Clean) +English] ESubs        ",[],https://hdhub4u.contact/hotel-mumbai-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            WWE Friday Night Smackdown [29 Nov 2019] 480p HDTV | Full Episode        ",[],https://hdhub4u.contact/wwe-friday-night-smackdown-29-nov-2019-480p-hdtv-full-episode/,[],N/A,N/A,N/A
"
            The Zoya Factor (2019) Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/the-zoya-factor-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Black Mirror (Season 4) Hindi 480p 720p 1080p WEB-DL Dual Audio [ हिंदी DD5.1 + English] ESubs        ",[],https://hdhub4u.contact/black-mirror-season-4-hindi/,[],N/A,N/A,N/A
"
            8MM Bullet (2018) UNCUT Hindi WEB-HD 720p 480p Dual Audio [ हिंदी + Kannada] ESubs | Full Movie        ",[],https://hdhub4u.contact/8mm-bullet-2018-uncut-hindi/,[],N/A,N/A,N/A
"
            Frozen (2010) Hindi 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/frozen-2010-hindi-bluray/,[],N/A,N/A,N/A
"
            WAR (2019) Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/war-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Sye Raa Narasimha Reddy (2019) ORG Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/sye-raa-narasimha-reddy-2019-org-hindi-web-hd/,[],N/A,N/A,N/A
"
            [18+] Broken But Beautiful (Season 1) Hindi Complete WEB-DL 480p 720p ESubs [ALL Episodes] | ALTBalaji Series        ",[],https://hdhub4u.contact/broken-but-beautiful-season-1-hindi/,[],N/A,N/A,N/A
"
            [18+] Broken But Beautiful (Season 2) Hindi Complete WEB-DL 480p 720p ESubs [ALL Episodes] | ALTBalaji Series        ",[],https://hdhub4u.contact/broken-but-beautiful-season-2-hindi/,[],N/A,N/A,N/A
"
            The Irishman (2019) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी DD5.1 + English] ESubs | Full Movie        ",[],https://hdhub4u.contact/the-irishman-2019-hindi-web-dl/,[],N/A,N/A,N/A
"
            Christopher Robin (2018) Hindi 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/christopher-robin-2018-hindi-bluray/,[],N/A,N/A,N/A
"
            [18+] Maaya 2 (Season 2) Hindi Complete WEB-DL 480p 720p ESubs [ALL Episodes] | VB Original Series        ",[],https://hdhub4u.contact/maaya-2-season-2-hindi/,[],N/A,N/A,N/A
"
            Slender Man (2018) Hindi [ORG DD2.0] 1080p 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/slender-man-2018-hindi-bluray/,[],N/A,N/A,N/A
"
            Kaithi (2019) Tamil WEB-HD 720p 480p x264 ESubs | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/kaithi-2019-tamil-web-hd/,[],N/A,N/A,N/A
"
            WWE Survivor Series (2019) PPV 480p WEBRip | Full Episode        ",[],https://hdhub4u.contact/wwe-survivor-series-2019-ppv-webrip/,[],N/A,N/A,N/A
"
            Pranaam (2019) Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/pranaam-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Charmsukh [SAUDA] (2019) S01 Hindi Complete 720p WEB-DL [EP 09 Added] | Full Episode        ",[],https://hdhub4u.contact/charmsukh-2019-s01-complete-hindi/,[],N/A,N/A,N/A
"
            WWE Friday Night Smackdown [22 Nov 2019] 480p HDTV | Full Episode        ",[],https://hdhub4u.contact/wwe-friday-night-smackdown-22-nov-2019-480p-hdtv-full-episode/,[],N/A,N/A,N/A
"
            Rambo: Last Blood (2019) Hindi 1080p 720p 480p HC HDRip Dual Audio [ हिंदी + English] | Full Movie        ",[],https://hdhub4u.contact/rambo-last-blood-2019-hdrip-hindi/,[],N/A,N/A,N/A
"
            Juliet Lover of Idiot (2017) UNCUT Hindi WEB-HD 720p 480p Dual Audio [ हिंदी + Telugu] ESubs        ",[],https://hdhub4u.contact/juliet-lover-of-idiot-2017-uncut-hindi-web-hd/,[],N/A,N/A,N/A
"
            iNSIDE EDGE (Season 1) Hindi Complete WEB-DL 480p 720p 1080p ESubs | AMZN Series        ",[],https://hdhub4u.contact/inside-edge-season-1-hindi/,[],N/A,N/A,N/A
"
            Dream Girl (2019) Hindi WEB-HD 1080p 720p 480p x264 | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/dream-girl-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Once Upon a Time In Hollywood (2019) English HDRip 480p 720p 1080p ESubs        ",[],https://hdhub4u.contact/once-upon-a-time-in-hollywood-2019-english-hc-hdrip/,[],N/A,N/A,N/A
"
            iT: Chapter Two (2019) Hindi WEB-DL 480p 720p 1080p Dual Audio [हिंदी + English] ESubs        ",[],https://hdhub4u.contact/it-chapter-two-2019-hindi-web-dl/,[],N/A,N/A,N/A
"
            [18+] Virgin Bhasskar (Season 1) Complete Hindi WEB-DL 1080p 720p 480p x264 | ZEE5 Series        ",[],https://hdhub4u.contact/virgin-bhasskar-season-1-hindi/,[],N/A,N/A,N/A
"
            Dora And The Lost City of Gold (2019) Hindi BluRay 480p 720p 1080p Dual Audio [हिंदी DD5.1 + English] ESubs        ",[],https://hdhub4u.contact/dora-and-the-lost-city-of-gold-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            Crawl (2019) Hindi BluRay 480p 720p 1080p Dual Audio [हिंदी DD5.1 + English] ESubs        ",[],https://hdhub4u.contact/crawl-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            WWE Monday Night Raw (2019) [18th Nov 2019] 480p HDTV | Full Episode        ",[],https://hdhub4u.contact/wwe-monday-night-raw-18th-november-2019-hdtv-480p-500mb/,[],N/A,N/A,N/A
"
            Baadshah Pehlwaan (2019) Hindi HDTV 720p 480p x264 | DD2.0 | Full Movie        ",[],https://hdhub4u.contact/baadshah-pehlwaan-2019-hindi-hdtv/,[],N/A,N/A,N/A
"
            [18+] Body Massage (2019) Hindi WEB-DL 720p 480p x264 | ZEE5 Short Film        ",[],https://hdhub4u.contact/body-massage-2019-hindi-web-dl/,[],N/A,N/A,N/A
"
            Attack on Titan: Part 1 (2015) Hindi HDTV 720p 480p x264 | Full Movie        ",[],https://hdhub4u.contact/attack-on-titan-part-1-2015-hindi-hdtv/,[],N/A,N/A,N/A
"
            A Quiet Place (2018) Hindi BluRay 480p 720p 1080p Dual Audio [हिंदी + English] ESubs | Full Movie        ",[],https://hdhub4u.contact/a-quiet-place-2018-hindi-bluray/,[],N/A,N/A,N/A
"
            Keshava (2017) Hindi WEB-HD 720p 480p | Full Movie        ",[],https://hdhub4u.contact/keshava-2017-hindi-dubbed-hdrip-720p-480p/,[],N/A,N/A,N/A
"
            [18+] Police Diary 2.0 (Season 1) Complete Hindi 1080p 720p 480p WEB-DL ESubs | ZEE5 Series        ",[],https://hdhub4u.contact/police-diary-season-1-hindi/,[],N/A,N/A,N/A
"
            WWE Friday Night Smackdown [15 Nov 2019] 480p HDTV | Full Episode        ",[],https://hdhub4u.contact/wwe-friday-night-smackdown-15-nov-2019-480p-hdtv/,[],N/A,N/A,N/A
"
            [18+] Auction (2019) S01 Hindi Complete 720p 480p WEB-DL | ULLU Series        ",[],https://hdhub4u.contact/auction-2019-s01-hindi/,[],N/A,N/A,N/A
"
            Prassthanam (2019) Hindi WEB-HD 1080p 720p 480p ESubs | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/prassthanam-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Rummy The Great Gambler (Soodhu Kavvuum) (2019) Hindi WEB-HD 1080p 720p 480p | Full Movie        ",[],https://hdhub4u.contact/rummy-the-great-gambler-hindi-web-hd/,[],N/A,N/A,N/A
"
            Gemini Man (2019) Hindi 1080p 720p 480p HC HDRip Dual Audio [ हिंदी + English] | Full Movie        ",[],https://hdhub4u.contact/gemini-man-2019-hindi-hc-hdrip/,[],N/A,N/A,N/A
"
            House Arrest (2019) Hindi WEB-HD 1080p 720p 480p ESubs | DD5.1 | Full Movie        ",[],https://hdhub4u.contact/house-arrest-2019-hindi-web-hd/,[],N/A,N/A,N/A
"
            Jack Ryan: (Season 1) Complete WEB-DL 480p 720p 1080p [Hindi DD5.1–English] Dual Audio ESubs        ",[],https://hdhub4u.contact/jack-ryan-season-1-hindi-complete/,[],N/A,N/A,N/A
"
            One Mic Stand (Season 1) Complete Hindi 1080p 720p 480p WEB-DL ESubs | AMZN Series        ",[],https://hdhub4u.contact/one-mic-stand-season-1-hindi/,[],N/A,N/A,N/A
"
            Thirunaal (2016) UNCUT Hindi WEB-HD 720p 480p Dual Audio [ हिंदी + Tamil] ESubs        ",[],https://hdhub4u.contact/thirunaal-2016-uncut-hindi/,[],N/A,N/A,N/A
"
            Stuber (2019) Hindi BluRay 480p 720p 1080p Dual Audio [हिंदी DD 5.1 + English] ESubs        ",[],https://hdhub4u.contact/stuber-2019-hindi-bluray/,[],N/A,N/A,N/A
"
            Lost in Space (Season 1) Complete [Hindi DD5.1] 1080p 720p 480p WEB-DL ESubs | NF Series        ",[],https://hdhub4u.contact/lost-in-space-season-1-hindi/,[],N/A,N/A,N/A
"
            WU Kong (2017) Hindi 720p 480p BluRay Dual Audio [ हिंदी + Chinese] ESubs | Full Movie        ",[],https://hdhub4u.contact/wu-kong-2017-hindi-bluray/,[],N/A,N/A,N/A
"
            Ninja: Shadow of A Tear (2013) Hindi 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/ninja-shadow-of-a-tear-2013-hindi-bluray/,[],N/A,N/A,N/A
"
            Rabid Dogs (2015) Hindi 720p 480p BluRay Dual Audio [ हिंदी + English] ESubs        ",[],https://hdhub4u.contact/rabid-dogs-2015-hindi-bluray/,[],N/A,N/A,N/A
"
            Saamy Square (2018) UNCUT Hindi WEB-HD 1080p 720p 480p Dual Audio [ हिंदी + Tamil] ESubs        ",[],https://hdhub4u.contact/saamy-square-2018-uncut-hindi-web-hd/,[],N/A,N/A,N/A
