Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-31,Uttar_Pradesh,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Uttar_Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-31,Uttar_Pradesh,Green Chilli,68,78 - 86,82 - 112,1kg,N/A
2024-05-31,Uttar_Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Uttar_Pradesh,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,Uttar_Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-31,Uttar_Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-31,Uttar_Pradesh,Amla,75,86 - 95,90 - 124,1kg,N/A
2024-05-31,Uttar_Pradesh,Ash gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-31,Uttar_Pradesh,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-05-31,Uttar_Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-31,Uttar_Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,Uttar_Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Uttar_Pradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Uttar_Pradesh,Butter Beans,53,61 - 67,64 - 87,1kg,N/A
2024-05-31,Uttar_Pradesh,Broad Beans,71,82 - 90,85 - 117,1kg,N/A
2024-05-31,Uttar_Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Uttar_Pradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,Uttar_Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Uttar_Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Uttar_Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Uttar_Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-31,Uttar_Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Uttar_Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-31,Uttar_Pradesh,Corn,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Uttar_Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Uttar_Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Uttar_Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-31,Uttar_Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Uttar_Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Uttar_Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-05-31,Uttar_Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Uttar_Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-31,Uttar_Pradesh,French Beans,176,202 - 224,211 - 290,1kg,N/A
2024-05-31,Uttar_Pradesh,Garlic,268,308 - 340,322 - 442,1kg,N/A
2024-05-31,Uttar_Pradesh,Ginger,121,139 - 154,145 - 200,1kg,N/A
2024-05-31,Uttar_Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,Uttar_Pradesh,Green Peas,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Uttar_Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-31,Uttar_Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,N/A
2024-05-31,Uttar_Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-05-31,Uttar_Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-31,Uttar_Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,N/A
2024-05-31,Uttar_Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-31,Uttar_Pradesh,Ladies Finger,46,53 - 58,55 - 76,1kg,N/A
2024-05-31,Uttar_Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-31,Uttar_Pradesh,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,Uttar_Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Uttar_Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Uttar_Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Uttar_Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-31,Uttar_Pradesh,Spinach,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,Uttar_Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Uttar_Pradesh,Onion Big,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttar_Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Uttar_Pradesh,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,Uttar_Pradesh,Green Chilli,88,101 - 112,106 - 145,1kg,N/A
2024-06-01,Uttar_Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Uttar_Pradesh,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Uttar_Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-01,Uttar_Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-01,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-06-01,Uttar_Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-01,Uttar_Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,N/A
2024-06-01,Uttar_Pradesh,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Uttar_Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,N/A
2024-06-01,Uttar_Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Uttar_Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Uttar_Pradesh,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-01,Uttar_Pradesh,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-01,Uttar_Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Uttar_Pradesh,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-01,Uttar_Pradesh,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-01,Uttar_Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-01,Uttar_Pradesh,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Uttar_Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-01,Uttar_Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-01,Uttar_Pradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Uttar_Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Uttar_Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Uttar_Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-01,Uttar_Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttar_Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Uttar_Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Uttar_Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Uttar_Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Uttar_Pradesh,French Beans,173,199 - 220,208 - 285,1kg,N/A
2024-06-01,Uttar_Pradesh,Garlic,264,304 - 335,317 - 436,1kg,N/A
2024-06-01,Uttar_Pradesh,Ginger,138,159 - 175,166 - 228,1kg,N/A
2024-06-01,Uttar_Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-06-01,Uttar_Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-01,Uttar_Pradesh,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttar_Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,N/A
2024-06-01,Uttar_Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Uttar_Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-01,Uttar_Pradesh,Mushroom,81,93 - 103,97 - 134,1kg,N/A
2024-06-01,Uttar_Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-01,Uttar_Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-01,Uttar_Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-06-01,Uttar_Pradesh,Radish,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttar_Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Uttar_Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttar_Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Uttar_Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Uttar_Pradesh,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Uttar_Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Uttar_Pradesh,Onion Big,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttar_Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Uttar_Pradesh,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,Uttar_Pradesh,Green Chilli,88,101 - 112,106 - 145,1kg,N/A
2024-06-02,Uttar_Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Uttar_Pradesh,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Uttar_Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-02,Uttar_Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-02,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-06-02,Uttar_Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-02,Uttar_Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,N/A
2024-06-02,Uttar_Pradesh,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Uttar_Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,N/A
2024-06-02,Uttar_Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Uttar_Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Uttar_Pradesh,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-02,Uttar_Pradesh,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-02,Uttar_Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Uttar_Pradesh,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-02,Uttar_Pradesh,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-02,Uttar_Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-02,Uttar_Pradesh,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Uttar_Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-02,Uttar_Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-02,Uttar_Pradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Uttar_Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Uttar_Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Uttar_Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-02,Uttar_Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttar_Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Uttar_Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Uttar_Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Uttar_Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Uttar_Pradesh,French Beans,173,199 - 220,208 - 285,1kg,N/A
2024-06-02,Uttar_Pradesh,Garlic,264,304 - 335,317 - 436,1kg,N/A
2024-06-02,Uttar_Pradesh,Ginger,138,159 - 175,166 - 228,1kg,N/A
2024-06-02,Uttar_Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-06-02,Uttar_Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-02,Uttar_Pradesh,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttar_Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,N/A
2024-06-02,Uttar_Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Uttar_Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-02,Uttar_Pradesh,Mushroom,81,93 - 103,97 - 134,1kg,N/A
2024-06-02,Uttar_Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-02,Uttar_Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-02,Uttar_Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-06-02,Uttar_Pradesh,Radish,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttar_Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Uttar_Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttar_Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Uttar_Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Uttar_Pradesh,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Uttar_Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,Uttar_Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Uttar_Pradesh,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Uttar_Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-03,Uttar_Pradesh,Green Chilli,86,99 - 109,103 - 142,1kg,N/A
2024-06-03,Uttar_Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Uttar_Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Uttar_Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-03,Uttar_Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-03,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-06-03,Uttar_Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-03,Uttar_Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-03,Uttar_Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Uttar_Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-06-03,Uttar_Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Uttar_Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Uttar_Pradesh,Butter Beans,54,62 - 69,65 - 89,1kg,N/A
2024-06-03,Uttar_Pradesh,Broad Beans,68,78 - 86,82 - 112,1kg,N/A
2024-06-03,Uttar_Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-03,Uttar_Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-06-03,Uttar_Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-03,Uttar_Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-03,Uttar_Pradesh,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Uttar_Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-03,Uttar_Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Uttar_Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-03,Uttar_Pradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Uttar_Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,N/A
2024-06-03,Uttar_Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-03,Uttar_Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-03,Uttar_Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,Uttar_Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Uttar_Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Uttar_Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Uttar_Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-03,Uttar_Pradesh,French Beans,183,210 - 232,220 - 302,1kg,N/A
2024-06-03,Uttar_Pradesh,Garlic,280,322 - 356,336 - 462,1kg,N/A
2024-06-03,Uttar_Pradesh,Ginger,123,141 - 156,148 - 203,1kg,N/A
2024-06-03,Uttar_Pradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-03,Uttar_Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-06-03,Uttar_Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-03,Uttar_Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,N/A
2024-06-03,Uttar_Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-03,Uttar_Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-03,Uttar_Pradesh,Mushroom,77,89 - 98,92 - 127,1kg,N/A
2024-06-03,Uttar_Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-03,Uttar_Pradesh,Ladies Finger,47,54 - 60,56 - 78,1kg,N/A
2024-06-03,Uttar_Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-03,Uttar_Pradesh,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Uttar_Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Uttar_Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Uttar_Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Uttar_Pradesh,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-03,Uttar_Pradesh,Spinach,11,13 - 14,13 - 18,1kg,N/A
2024-06-03,Uttar_Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,Uttar_Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Uttar_Pradesh,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Uttar_Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-04,Uttar_Pradesh,Green Chilli,86,99 - 109,103 - 142,1kg,N/A
2024-06-04,Uttar_Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-04,Uttar_Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Uttar_Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-04,Uttar_Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-04,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-06-04,Uttar_Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-04,Uttar_Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-04,Uttar_Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Uttar_Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-06-04,Uttar_Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Uttar_Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Uttar_Pradesh,Butter Beans,54,62 - 69,65 - 89,1kg,N/A
2024-06-04,Uttar_Pradesh,Broad Beans,68,78 - 86,82 - 112,1kg,N/A
2024-06-04,Uttar_Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-04,Uttar_Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-06-04,Uttar_Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-04,Uttar_Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-04,Uttar_Pradesh,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Uttar_Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-04,Uttar_Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Uttar_Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-04,Uttar_Pradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Uttar_Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,N/A
2024-06-04,Uttar_Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-04,Uttar_Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-04,Uttar_Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,Uttar_Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Uttar_Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Uttar_Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Uttar_Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-04,Uttar_Pradesh,French Beans,183,210 - 232,220 - 302,1kg,N/A
2024-06-04,Uttar_Pradesh,Garlic,280,322 - 356,336 - 462,1kg,N/A
2024-06-04,Uttar_Pradesh,Ginger,123,141 - 156,148 - 203,1kg,N/A
2024-06-04,Uttar_Pradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-04,Uttar_Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-06-04,Uttar_Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-04,Uttar_Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,N/A
2024-06-04,Uttar_Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-04,Uttar_Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-04,Uttar_Pradesh,Mushroom,77,89 - 98,92 - 127,1kg,N/A
2024-06-04,Uttar_Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-04,Uttar_Pradesh,Ladies Finger,47,54 - 60,56 - 78,1kg,N/A
2024-06-04,Uttar_Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-04,Uttar_Pradesh,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Uttar_Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Uttar_Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Uttar_Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Uttar_Pradesh,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-04,Uttar_Pradesh,Spinach,11,13 - 14,13 - 18,1kg,N/A
2024-06-04,Uttar_Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-05,Uttar_Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,Uttar_Pradesh,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-05,Uttar_Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-05,Uttar_Pradesh,Green Chilli,86,99 - 109,103 - 142,1kg,N/A
2024-06-05,Uttar_Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-05,Uttar_Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,Uttar_Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-05,Uttar_Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-05,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-06-05,Uttar_Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-05,Uttar_Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-05,Uttar_Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-05,Uttar_Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-06-05,Uttar_Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Uttar_Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Uttar_Pradesh,Butter Beans,54,62 - 69,65 - 89,1kg,N/A
2024-06-05,Uttar_Pradesh,Broad Beans,68,78 - 86,82 - 112,1kg,N/A
2024-06-05,Uttar_Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-05,Uttar_Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-06-05,Uttar_Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-05,Uttar_Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-05,Uttar_Pradesh,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,Uttar_Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-05,Uttar_Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-05,Uttar_Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-05,Uttar_Pradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
